quantile,geo,TIME_PERIOD,OBS_VALUE
First decile,Sweden,2009,3.3
First decile,Sweden,2010,3.3
First decile,Sweden,2011,3.2
First decile,Sweden,2012,3.1
First decile,Sweden,2013,3.2
First decile,Sweden,2014,3.1
First decile,Sweden,2015,3.2
First decile,Sweden,2016,3.1
First decile,Sweden,2017,3.2
First decile,Sweden,2018,3.3
First decile,Sweden,2019,2.9
First decile,Sweden,2020,3.2
First decile,Sweden,2021,3.3
First decile,Slovenia,2005,3.9
First decile,Slovenia,2006,4.0
First decile,Slovenia,2007,4.1
First decile,Slovenia,2008,4.0
First decile,Slovenia,2009,4.1
First decile,Slovenia,2010,4.0
First decile,Slovenia,2011,3.9
First decile,Slovenia,2012,3.9
First decile,Slovenia,2013,3.8
First decile,Slovenia,2014,3.7
First decile,Slovenia,2015,3.8
First decile,Slovenia,2016,3.8
First decile,Slovenia,2017,4.0
First decile,Slovenia,2018,4.1
First decile,Slovenia,2019,4.1
First decile,Slovenia,2020,4.2
First decile,Slovenia,2021,4.3
First decile,Slovakia,2005,3.4
First decile,Slovakia,2006,3.7
First decile,Slovakia,2007,4.0
First decile,Slovakia,2008,4.0
First decile,Slovakia,2009,3.7
First decile,Slovakia,2010,3.5
First decile,Slovakia,2011,3.5
First decile,Slovakia,2012,3.6
First decile,Slovakia,2013,3.5
First decile,Slovakia,2014,3.3
First decile,Slovakia,2015,3.3
First decile,Slovakia,2016,3.3
First decile,Slovakia,2017,3.2
First decile,Slovakia,2018,3.9
First decile,Slovakia,2019,3.6
First decile,Slovakia,2020,4.0
First decile,Türkiye,2006,1.5
First decile,Türkiye,2007,1.9
First decile,Türkiye,2008,1.9
First decile,Türkiye,2009,1.6
First decile,Türkiye,2010,1.7
First decile,Türkiye,2011,1.8
First decile,Türkiye,2012,1.8
First decile,Türkiye,2013,2.0
First decile,Türkiye,2014,2.1
First decile,Türkiye,2015,2.0
First decile,Türkiye,2016,2.1
First decile,Türkiye,2017,2.1
First decile,Türkiye,2018,2.1
First decile,Türkiye,2019,2.1
First decile,Türkiye,2020,1.9
First decile,United Kingdom,1995,3.0
First decile,United Kingdom,1996,3.0
First decile,United Kingdom,1997,3.0
First decile,United Kingdom,1998,3.0
First decile,United Kingdom,1999,3.0
First decile,United Kingdom,2000,3.0
First decile,United Kingdom,2001,3.0
First decile,United Kingdom,2005,2.6
First decile,United Kingdom,2006,2.7
First decile,United Kingdom,2007,2.8
First decile,United Kingdom,2008,2.8
First decile,United Kingdom,2009,2.9
First decile,United Kingdom,2010,2.8
First decile,United Kingdom,2011,2.8
First decile,United Kingdom,2012,2.9
First decile,United Kingdom,2013,3.2
First decile,United Kingdom,2014,2.9
First decile,United Kingdom,2015,2.8
First decile,United Kingdom,2016,2.6
First decile,United Kingdom,2017,2.8
First decile,United Kingdom,2018,2.6
First decile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,0.5
Tenth decile,Albania,2017,26.3
Tenth decile,Albania,2018,25.4
Tenth decile,Albania,2019,24.9
Tenth decile,Albania,2020,24.4
Tenth decile,Austria,1995,22.0
Tenth decile,Austria,1996,21.0
Tenth decile,Austria,1997,20.0
Tenth decile,Austria,1998,20.0
Tenth decile,Austria,1999,22.0
Tenth decile,Austria,2000,20.0
Tenth decile,Austria,2001,20.0
Tenth decile,Austria,2003,22.4
Tenth decile,Austria,2004,21.3
Tenth decile,Austria,2005,21.9
Tenth decile,Austria,2006,21.0
Tenth decile,Austria,2007,21.9
Tenth decile,Austria,2008,22.3
Tenth decile,Austria,2009,22.6
Tenth decile,Austria,2010,22.9
Tenth decile,Austria,2011,22.1
Tenth decile,Austria,2012,22.1
Tenth decile,Austria,2013,21.7
Tenth decile,Austria,2014,22.6
Tenth decile,Austria,2015,22.3
Tenth decile,Austria,2016,22.0
Tenth decile,Austria,2017,22.4
Tenth decile,Austria,2018,21.6
Tenth decile,Austria,2019,22.3
Tenth decile,Austria,2020,21.7
Tenth decile,Austria,2021,21.5
Tenth decile,Belgium,1995,23.0
Tenth decile,Belgium,1996,23.0
Tenth decile,Belgium,1997,23.0
Tenth decile,Belgium,1998,22.0
Tenth decile,Belgium,1999,25.0
Tenth decile,Belgium,2000,25.0
Tenth decile,Belgium,2001,24.0
Tenth decile,Belgium,2003,22.2
Tenth decile,Belgium,2004,20.6
Tenth decile,Belgium,2005,23.2
Tenth decile,Belgium,2006,22.4
Tenth decile,Belgium,2007,21.1
Tenth decile,Belgium,2008,22.3
Tenth decile,Belgium,2009,21.1
Tenth decile,Belgium,2010,21.4
Tenth decile,Belgium,2011,21.1
Tenth decile,Belgium,2012,21.0
Tenth decile,Belgium,2013,20.7
Tenth decile,Belgium,2014,20.4
Tenth decile,Belgium,2015,20.8
Tenth decile,Belgium,2016,20.7
Tenth decile,Belgium,2017,20.8
Tenth decile,Belgium,2018,20.5
Tenth decile,Belgium,2019,20.6
Tenth decile,Belgium,2020,20.9
Tenth decile,Belgium,2021,20.0
Tenth decile,Bulgaria,2006,23.9
Tenth decile,Bulgaria,2007,26.1
Tenth decile,Bulgaria,2008,27.5
Tenth decile,Bulgaria,2009,25.1
Tenth decile,Bulgaria,2010,25.0
Tenth decile,Bulgaria,2011,26.2
Tenth decile,Bulgaria,2012,25.4
Tenth decile,Bulgaria,2013,27.0
Tenth decile,Bulgaria,2014,26.9
Tenth decile,Bulgaria,2015,28.4
Tenth decile,Bulgaria,2016,28.2
Tenth decile,Bulgaria,2017,31.2
Tenth decile,Bulgaria,2018,31.2
Tenth decile,Bulgaria,2019,32.0
Tenth decile,Bulgaria,2020,31.0
Tenth decile,Bulgaria,2021,31.6
Tenth decile,Switzerland,2007,24.5
Tenth decile,Switzerland,2008,25.2
Tenth decile,Switzerland,2009,24.5
Tenth decile,Switzerland,2010,23.9
Tenth decile,Switzerland,2011,24.0
Tenth decile,Switzerland,2012,23.1
Tenth decile,Switzerland,2013,23.4
Tenth decile,Switzerland,2014,24.3
Tenth decile,Switzerland,2015,24.2
Tenth decile,Switzerland,2016,23.9
Tenth decile,Switzerland,2017,24.4
Tenth decile,Switzerland,2018,24.1
Tenth decile,Switzerland,2019,24.7
Tenth decile,Switzerland,2020,25.2
Tenth decile,Cyprus,2005,22.8
Tenth decile,Cyprus,2006,23.5
Tenth decile,Cyprus,2007,24.7
Tenth decile,Cyprus,2008,23.6
Tenth decile,Cyprus,2009,24.2
Tenth decile,Cyprus,2010,24.4
Tenth decile,Cyprus,2011,23.6
Tenth decile,Cyprus,2012,25.1
Tenth decile,Cyprus,2013,26.4
Tenth decile,Cyprus,2014,28.8
Tenth decile,Cyprus,2015,27.2
Tenth decile,Cyprus,2016,25.8
Tenth decile,Cyprus,2017,25.0
Tenth decile,Cyprus,2018,23.7
Tenth decile,Cyprus,2019,26.1
Tenth decile,Cyprus,2020,24.0
Tenth decile,Cyprus,2021,24.4
Tenth decile,Czechia,2005,22.2
Tenth decile,Czechia,2006,21.9
Tenth decile,Czechia,2007,21.8
Tenth decile,Czechia,2008,21.6
Tenth decile,Czechia,2009,22.2
Tenth decile,Czechia,2010,21.8
Tenth decile,Czechia,2011,21.8
Tenth decile,Czechia,2012,21.6
Tenth decile,Czechia,2013,21.4
Tenth decile,Czechia,2014,22.0
Tenth decile,Czechia,2015,21.7
Tenth decile,Czechia,2016,21.6
Tenth decile,Czechia,2017,21.2
Tenth decile,Czechia,2018,20.6
Tenth decile,Czechia,2019,20.5
Tenth decile,Czechia,2020,20.5
Tenth decile,Czechia,2021,21.6
Tenth decile,Germany (until 1990 former territory of the FRG),1995,22.0
Tenth decile,Germany (until 1990 former territory of the FRG),1996,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),1997,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),1998,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),1999,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),2000,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),2001,21.0
Tenth decile,Germany (until 1990 former territory of the FRG),2005,22.1
Tenth decile,Germany (until 1990 former territory of the FRG),2006,22.1
Tenth decile,Germany (until 1990 former territory of the FRG),2007,24.1
Tenth decile,Germany (until 1990 former territory of the FRG),2008,24.3
Tenth decile,Germany (until 1990 former territory of the FRG),2009,23.4
Tenth decile,Germany (until 1990 former territory of the FRG),2010,23.4
Tenth decile,Germany (until 1990 former territory of the FRG),2011,22.9
Tenth decile,Germany (until 1990 former territory of the FRG),2012,22.4
Tenth decile,Germany (until 1990 former territory of the FRG),2013,23.7
Tenth decile,Germany (until 1990 former territory of the FRG),2014,23.6
Tenth decile,Germany (until 1990 former territory of the FRG),2015,23.6
Tenth decile,Germany (until 1990 former territory of the FRG),2016,23.3
Tenth decile,Germany (until 1990 former territory of the FRG),2017,23.1
Tenth decile,Germany (until 1990 former territory of the FRG),2018,24.7
Tenth decile,Germany (until 1990 former territory of the FRG),2019,23.2
Tenth decile,Germany (until 1990 former territory of the FRG),2020,24.2
Tenth decile,Germany (until 1990 former territory of the FRG),2021,24.4
Tenth decile,Denmark,2003,21.0
Tenth decile,Denmark,2004,20.3
Tenth decile,Denmark,2005,19.7
Tenth decile,Denmark,2006,19.9
Tenth decile,Denmark,2007,21.0
Tenth decile,Denmark,2008,21.1
Tenth decile,Denmark,2009,20.4
Tenth decile,Denmark,2010,20.8
Tenth decile,Denmark,2011,21.7
Tenth decile,Denmark,2012,21.8
Tenth decile,Denmark,2013,22.0
Tenth decile,Denmark,2014,22.9
Tenth decile,Denmark,2015,22.6
Tenth decile,Denmark,2016,23.1
Tenth decile,Denmark,2017,22.9
Tenth decile,Denmark,2018,23.2
Tenth decile,Denmark,2019,22.8
Tenth decile,Denmark,2020,23.0
Tenth decile,Denmark,2021,22.5
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,24.3
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,24.0
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,23.9
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,24.1
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,23.9
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,24.1
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,24.0
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,23.9
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,23.9
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,23.7
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,24.0
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,23.7
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,23.7
Tenth decile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,23.8
Tenth decile,Euro area - 12 countries (2001-2006),1995,24.0
Tenth decile,Euro area - 12 countries (2001-2006),1996,23.0
Tenth decile,Euro area - 12 countries (2001-2006),1997,23.0
Tenth decile,Euro area - 12 countries (2001-2006),1998,23.0
Tenth decile,Euro area - 12 countries (2001-2006),1999,23.0
Tenth decile,Euro area - 12 countries (2001-2006),2000,22.0
Tenth decile,Euro area - 12 countries (2001-2006),2001,22.0
Tenth decile,Euro area - 18 countries (2014),2004,24.0
Tenth decile,Euro area - 18 countries (2014),2005,23.5
Tenth decile,Euro area - 18 countries (2014),2006,23.3
Tenth decile,Euro area - 18 countries (2014),2007,23.6
Tenth decile,Euro area - 18 countries (2014),2008,24.2
Tenth decile,Euro area - 18 countries (2014),2009,24.0
Tenth decile,Euro area - 18 countries (2014),2010,23.9
Tenth decile,Euro area - 18 countries (2014),2011,24.1
Tenth decile,Euro area - 18 countries (2014),2012,23.9
Tenth decile,Euro area - 18 countries (2014),2013,24.1
Tenth decile,Euro area - 18 countries (2014),2014,24.0
Tenth decile,Euro area - 18 countries (2014),2015,23.9
Tenth decile,Euro area - 18 countries (2014),2016,23.9
Tenth decile,Euro area - 18 countries (2014),2017,23.6
Tenth decile,Euro area - 18 countries (2014),2018,24.0
Tenth decile,Euro area - 18 countries (2014),2019,23.7
Tenth decile,Euro area - 18 countries (2014),2020,23.7
Tenth decile,Euro area - 19 countries  (2015-2022),2004,24.0
Tenth decile,Euro area - 19 countries  (2015-2022),2005,23.6
Tenth decile,Euro area - 19 countries  (2015-2022),2006,23.4
Tenth decile,Euro area - 19 countries  (2015-2022),2007,23.6
Tenth decile,Euro area - 19 countries  (2015-2022),2008,24.2
Tenth decile,Euro area - 19 countries  (2015-2022),2009,24.1
Tenth decile,Euro area - 19 countries  (2015-2022),2010,23.9
Tenth decile,Euro area - 19 countries  (2015-2022),2011,24.1
Tenth decile,Euro area - 19 countries  (2015-2022),2012,23.9
Tenth decile,Euro area - 19 countries  (2015-2022),2013,24.1
Tenth decile,Euro area - 19 countries  (2015-2022),2014,24.0
Tenth decile,Euro area - 19 countries  (2015-2022),2015,23.9
Tenth decile,Euro area - 19 countries  (2015-2022),2016,23.9
Tenth decile,Euro area - 19 countries  (2015-2022),2017,23.7
Tenth decile,Euro area - 19 countries  (2015-2022),2018,24.0
Tenth decile,Euro area - 19 countries  (2015-2022),2019,23.7
Tenth decile,Euro area - 19 countries  (2015-2022),2020,23.7
Tenth decile,Euro area - 19 countries  (2015-2022),2021,23.8
Tenth decile,Estonia,2004,28.0
Tenth decile,Estonia,2005,25.7
Tenth decile,Estonia,2006,25.4
Tenth decile,Estonia,2007,25.9
Tenth decile,Estonia,2008,23.4
Tenth decile,Estonia,2009,23.9
Tenth decile,Estonia,2010,23.6
Tenth decile,Estonia,2011,23.9
Tenth decile,Estonia,2012,24.2
Tenth decile,Estonia,2013,24.6
Tenth decile,Estonia,2014,26.0
Tenth decile,Estonia,2015,25.6
Tenth decile,Estonia,2016,23.7
Tenth decile,Estonia,2017,22.7
Tenth decile,Estonia,2018,21.9
Tenth decile,Estonia,2019,22.3
Tenth decile,Estonia,2020,22.6
Tenth decile,Estonia,2021,22.7
Tenth decile,Greece,1995,25.0
Tenth decile,Greece,1996,25.0
Tenth decile,Greece,1997,26.0
Tenth decile,Greece,1998,26.0
Tenth decile,Greece,1999,26.0
Tenth decile,Greece,2000,24.0
Tenth decile,Greece,2001,24.0
Tenth decile,Greece,2003,26.1
Tenth decile,Greece,2004,24.1
Tenth decile,Greece,2005,25.0
Tenth decile,Greece,2006,26.1
Tenth decile,Greece,2007,26.1
Tenth decile,Greece,2008,25.4
Tenth decile,Greece,2009,25.4
Tenth decile,Greece,2010,25.4
Tenth decile,Greece,2011,25.1
Tenth decile,Greece,2012,25.1
Tenth decile,Greece,2013,25.4
Tenth decile,Greece,2014,25.6
Tenth decile,Greece,2015,25.3
Tenth decile,Greece,2016,25.1
Tenth decile,Greece,2017,25.0
Tenth decile,Greece,2018,24.6
Tenth decile,Greece,2019,23.7
Tenth decile,Greece,2020,24.1
Tenth decile,Greece,2021,24.4
Tenth decile,Spain,1995,25.0
Tenth decile,Spain,1996,26.0
Tenth decile,Spain,1997,26.0
Tenth decile,Spain,1998,25.0
Tenth decile,Spain,1999,25.0
Tenth decile,Spain,2000,25.0
Tenth decile,Spain,2001,25.0
Tenth decile,Spain,2004,23.3
Tenth decile,Spain,2005,23.8
Tenth decile,Spain,2006,23.7
Tenth decile,Spain,2007,23.6
Tenth decile,Spain,2008,24.2
Tenth decile,Spain,2009,24.4
Tenth decile,Spain,2010,24.6
Tenth decile,Spain,2011,25.0
Tenth decile,Spain,2012,24.7
Tenth decile,Spain,2013,24.5
Tenth decile,Spain,2014,24.7
Tenth decile,Spain,2015,24.8
Tenth decile,Spain,2016,24.9
Tenth decile,Spain,2017,24.4
Tenth decile,Spain,2018,24.2
Tenth decile,Spain,2019,24.1
Tenth decile,Spain,2020,23.4
Tenth decile,Spain,2021,23.8
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,24.6
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,24.2
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,24.0
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,24.2
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,23.8
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,23.9
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,24.0
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,24.1
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,23.8
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,23.9
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,24.1
Tenth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,23.9
Tenth decile,European Union - 15 countries (1995-2004),1995,24.0
Tenth decile,European Union - 15 countries (1995-2004),1996,23.0
Tenth decile,European Union - 15 countries (1995-2004),1997,23.0
Tenth decile,European Union - 15 countries (1995-2004),1998,23.0
Tenth decile,European Union - 15 countries (1995-2004),1999,23.0
Tenth decile,European Union - 15 countries (1995-2004),2000,23.0
Tenth decile,European Union - 15 countries (1995-2004),2001,23.0
Tenth decile,European Union - 27 countries (2007-2013),2005,24.1
Tenth decile,European Union - 27 countries (2007-2013),2006,23.7
Tenth decile,European Union - 27 countries (2007-2013),2007,24.0
Tenth decile,European Union - 27 countries (2007-2013),2008,24.6
Tenth decile,European Union - 27 countries (2007-2013),2009,24.2
